"n"	"date"	"dream"
"1951-048"	"(8/10/51)"	"#1951-048 (8/10/51) At a party at our B. City apartment. See a photographer taking pictures of our garden, yellow and red flowers. I ask if Frank and I can come to the party and bring Marita along? Man answers, ""Well this is a ""Met"" Party. That is people are going to meet other people at this party."""
"1951-049"	"(8/14/51)"	"#1951-049 (8/14/51) I drive about my old college and there are huge snow banks and ice on the road. I drive up a hill. Many people registering. Confusion. Shift: Frank whispers hoarsely, ""I love you"" but I don't know if I can believe him."
"1951-050"	"(8/19/51)"	"#1951-050 (8/19/51) There is darkness at noon. Sun can't come through. Don't know if I am with Frank or with Edward. Go to a nearby beach with friends from B. City. Walk through the woods and come to a sunny place. See lots of people, eat supper, then go out into a garden. War has been declared. All lights go out and we are ordered to stay where we are. Shift: An old man, a postman, brings me three passports so we can drive to a safe place. I lose one passport but go back to find it in the sand. See M. cautioning me that there is a big explosion up in the sky, like stars exploding. I am scared."
"1951-051"	"(8/20/51)"	"#1951-051 (8/20/51) With Edward. Very cold. Very unhappy. Edward leaves and I feel very abandoned as I don't know where he went. I can't find my clothes. Try to find Edward. Drive in the streets and meet a butcher who gives me some food that Edward had ordered for me."
"1951-052"	"(8/26/51)"	"#1951-052 (8/26/51) With Marita, on train to U. Town. Arrive in no time at all. Then drive over bridge on bright, clear day. Blue sky, sun, trees, birds. Happy to be in U. Town. See Edward. He smiles. See his clear blue eyes. Very clear and happy. I say, ""Here we are. At least to visit. I have never seen it look so beautiful before."" He says, ""But you should have seen it before. The river roared over this bridge, over everything."" Marita has walked away and I warn her: ""Be careful, Marita."" But before we know it she has slipped in and has fallen into the water but is able to swim. But then her strength fails and she can't quite make it to shore. Edward leaps from the top of the bridge into the water and with strong strokes swims to meet her, garbs her just in time and they swim together to the shore. He pulls her out and he is tender and comforting. No accusations. I look for a towel to dry them off. Relieved."
"1951-053"	"(9/2/51)"	"#1951-053 (9/2/51) Messy apartment and confusion. I am not perturbed, only try to make order and explain that I just arrived. Shift: bear skin on the floor."
"1951-054"	"(10/20/51)"	"#1951-054 (10/20/51) We are invited to the ""Schlegel House"" for supper. Very nice time. Later find my car broken down, no fender, no bumper. Need to take it back to have pieces fitted back together. In an apartment with Frank. An old woman is there, apparently to stay with me when Frank can't be with me at night."
"1951-055"	"(10/27/51)"	"#1951-055 (10/27/51) Back with Dr. Smith (B. City analyst) and a woman analyst who sits behind him. I tell him that I want to see her, because he did not understand me and blame him for the mess I am in! The woman analyst tries to mediate and eventually I get to see her after all."
"1960-001"	"n/a"	"#1960-001 Frank and I are in bed; someone asks: Are you married? ""yes."" ""Did he give you a ring?"" Yes."" I show the ring; it has attachments for cigarettes, place for ashes, and a box that contains mirror, comb, powder and both salts and perfume. ""How like Frank, even better and more complete than it looks."" -- We ride along with Mother and Father. Frank gets along well with my father but my mother keeps saying ""he's so handsome"" and ""You'll have to die your hair pretty soon."""
"1960-002"	"(1/26/60)"	"#1960-002 (1/26/60) Russians drop A-bomb on a Germany city of ESSEN. appalled reaction; how could they do that?"
"1960-003"	"(6/6/60)"	"#1960-003 (6/6/60) At a dinner party: steak and potatoes. Wendy observed that potatoes are cool, if stuck on side of oven, but hot on rack. One of the fellows picks me up and carries me around, and then puts me down. lots of fun and people. As I look up I see this alignments of 3 moons.:"
"1960-004"	"(6/28/60)"	"#1960-004 (6/28/60) John Randall and Don Hogan: John was married to Frieda did not like her cooking; also wanted to sleep with me; I am torn between him and Don. Don is asleep on a bed and waiting for me; I go back to Don, and with careful timing hop into bed, and we have intercourse very passionate: Don says: remember when we did it before? I wrote it down, he says.... Supper with Frank, John, and Don. Frank asks about Don and me, and I make up a story."
"1960-005"	"(8/2/60)"	"#1960-005 (8/2/60) I decide to enter a convent: I will change my name to Postulant Schwartz (black). I am very scared, that they will know that I changed my name and also because I left home; I want to return home or send a wire. See nun in elevator: it goes up and down, but always misses our floor; nun describes the convent as a relationship in a vacuum."
"1960-006"	"(8/31/60)"	"#1960-006 (8/31/60) I am in the mountains with Don and Greta and Frank and many children: see view of mountains like in Calif or Austria: I see them from a window. Then I dance with Don, cheek to cheek, great feeling of nostalgia. Then we make plans for next day's trip; they leave me out. Tremendous resentment against Frank; I will not baby-sit."
"1960-007"	"(9/9/60)"	"#1960-007 (9/9/60) Hear music from the ""Karlskirche"" in Vienna: see priests, and cardinals vs. boy being beaten on floor ""man's inhumanity to man."""
"1960-008"	"(9/60)"	"#1960-008 (9/60) At the University: music pouring out of all the doors and windows; like ""music of the spheres."" I find a letter from Sandra Maybe who writes her boyfriend together in our basement, while we are away. Yet at the same time I had invited some people to stay and use our house, incl. the basement."
"1960-009"	"(10/12/60)"	"#1960-009 (10/12/60) I almost marry Ali Mershman at the Greek Orthodox Church. I am preparing to marry Ali Mershman (an Indian or a Turk?) but he also is married to some one else; I go through the whole ritual; see pictures in prayer books, hear music, etc. At one point in the ceremony I see Frank who says: ""I don't think you should do it, it would complicate matters."" Then I decide not to go through with the marriage ceremony. Ali agrees and says he does not want to join ""your sect."" I want to pay the priests, but he says no. I say to the priest: ""I believe it is the true Church because it made you see the Truth."" I leave and kiss Ali on the mouth. Joking and relieved. See his wife; she is angry at him. ""Whose ideas was this?"" -- See Frank working at the RR, leaning over to drink some candy syrup - red and green, in vats, with some very vulgar guys. Walk along the stadium toward the University with Jules. I plan to write him about Ali when my watch falls out of its casing, but I find it and put it back... wake up."
"1960-010"	"(11/21/60)"	"#1960-010 (11/21/60) At a gathering at Church: danger of fire -- we are to wait in the car. Frank goes back into building - open porch. I wait; I have qualms about Greek Orthodox Church. Finally go after Frank. ""If I don't go to bed early I'm not much good the next day."" Father Andrew smiles: ""How pleasantly domestic."" He kisses my hand and cheek. I go home knowing I did the right thing."
